"grdc_no","river","station","country","lat","long","area"
6855100,"VANTAA / VANDA A","OULUNKYLA (NEAR THE MOUTH)","FI",60.23,24.98,1680
6855200,"KYMIJOKI","ANJALA","FI",60.6984,26.8175,36275
6855201,"KYMIJOKI","JAEAESJAERVI - OUTLET","FI",61.5666,26.0448,1421
6855250,"KYMIJOKI","LEPPAEVESI; VAAJAKOSKI (HAAPAKOSKI)","FI",62.245,25.8879,17684
6855271,"KYMIJOKI","NILAKKA; AEYSKOSKI","FI",63.0118,26.6781,2157
6855272,"KYMIJOKI","KARANKAJAERVI - OUTLET","FI",62.7496,24.8423,409
6855280,"KYMIJOKI","VUOSJARVI; HUOPANANKOSKI","FI",63.0441,25.5252,2186
6855310,"VANTAANJOKI","OULUNKYLAE","FI",60.2378,24.9843,1680
6855330,"RAVIJOKI (GULF OF FINLAND)","RAVIJOKI","FI",60.5268,27.5566,57
6855400,"VUOKSI","VUOSKI; TAINIONKOSKI","FI",61.2107,28.7839,61061
6855402,"VUOKSI","KALLAVESI - KONNUS + KARVIO","FI",62.5499,27.7686,16270
6855408,"VUOKSI","KORPIJOKI","FI",63.7278,26.3691,122
6855412,"VUOKSI","LOHNAJAERVI - OUTLET","FI",61.8351,28.3028,788
6855500,"KARJAANJOKI","LOHJANJARVI-PELTOKOSKI","FI",60.1499,23.8337,1935
6864050,"STRUMA","MARINO POLE","BG",41.4167,23.35,10243
6864800,"MESTA (NESTOS)","KHADZHIDIMOVO","BG",41.525,23.8696,2260
6865600,"MARITSA","SVILENGRAD","BG",41.7667,26.2,20857
6934050,"ARUP A","AARUP","DK",56.89,8.49,105
6934100,"SKJERN A","AHLERGAARDE","DK",55.95,8.72,1040
6934200,"GUDENA","AASTEDBRO","DK",55.9,9.62,187
6934250,"GUDENA","TVILUMBRO","DK",56.24,9.67,1290
6934300,"UGGERBY A","ASTED BRO","DK",57.45,10.13,151
6934310,"LINDHOLM A","ELKAER BRO","DK",57.16,9.92,106
6934350,"RIBE A","STAVNAGER","DK",55.32,8.88,680
6934400,"ARHUS A","SKIBBY","DK",56.14,10.04,120
6934460,"LINDENBORG A","LINDENBORG BRO","DK",56.9,10.0333,214
6934500,"TRYGGEVAELDE A","LILLE LINDE","DK",55.33,12.22,131
6934530,"AMOSE A","BROMOELLE","DK",55.61,11.39,288
6934571,"SUSA","HOLLOESE MOELLE","DK",55.3,11.68,753
6934750,"ODENSE A","NEAR BROBY","DK",55.25,10.2167,302
6934800,"BREDE A","BREDEBRO","DK",55.06,8.83,292
6935020,"AARE","BERN-SCHOENAU","CH",46.9331,7.448,2945
6935052,"RHINE RIVER","BASEL; SCHIFFLAENDE","CH",47.5599,7.5884,35905
6935053,"RHINE RIVER","RHEINFELDEN; MESSSTATION","CH",47.5607,7.7999,34526
6935054,"RHINE RIVER","REKINGEN","CH",47.5704,8.33,14718
6935055,"RHINE RIVER","NEUHAUSEN; FLURLINGERBRUECKE","CH",47.6823,8.6259,11887
6935060,"BIRSE","MONTIER (LA CHARRUE)","CH",47.284,7.3823,183
6935065,"SUZE","SONCEBOZ","CH",47.1968,7.1722,150
6935070,"ERGOLZ","LIESTAL","CH",47.4881,7.7341,261
6935080,"GUERBE","BELP","CH",46.8852,7.5017,117
6935100,"MINSTER","EUTAL","CH",47.0806,8.8138,59
6935145,"RHINE RIVER","DOMAT/EMS","CH",46.8377,9.4561,3229
6935146,"RHINE RIVER","FELSBERG","CH",46.8439,9.4825,3249
6935300,"AARE","UNTERSIGGENTHAL; STILLI","CH",47.5166,8.2348,17601
6935301,"AARE","BRUGG","CH",47.4825,8.1949,11726
6935302,"AARE","MURGENTHAL","CH",47.2666,7.8306,10119
6935310,"REUSS","MELLINGEN","CH",47.421,8.2713,3382
6935313,"KLEINE EMME","LITTAU (REUSSBUEHL)","CH",47.0667,8.2841,477
6935320,"EMME","EMMENMATT","CH",46.9545,7.7488,443
6935330,"SIMME","OBERWIL","CH",46.655,7.4394,344
6935350,"SENSE","THOERISHAUS","CH",46.8883,7.3514,352
6935360,"LANGETEN","LOTZWIL","CH",47.1892,7.7928,115
6935361,"LANGETEN","HUTTWIL (HAEBERENBAD)","CH",47.1225,7.8282,60
6935370,"BIBERE","KERZERS","CH",46.969,7.1926,50
6935390,"BROYE","PAYERNE","CH",46.8359,6.9361,392
6935400,"THUR (CH)","ANDELFINGEN","CH",47.5965,8.682,1696
6935401,"THUR (CH)","HALDEN","CH",47.5058,9.2116,1085
6935402,"THUR (CH)","JONSCHWIL; MUEHLAU","CH",47.4137,9.0775,493
6935404,"THUR (CH)","STEIN (ILTISHAG)","CH",47.1912,9.2336,84
6935410,"SITTER","ST. GALLEN; BRUGGEN/AU","CH",47.4144,9.3275,261
6935412,"SITTER","APPENZELL","CH",47.332,9.4106,74
6935420,"URNAESCH","HUNDWIL","CH",47.3391,9.2935,64
6935430,"NECKER","MOGELSBERG (AACHSAEGE)","CH",47.3642,9.1214,88
6935460,"MURG","WAENGI","CH",47.4963,8.953,79
6935500,"RHINE RIVER","DIEPOLDSAU; RIETBRUECKE","CH",47.3831,9.6409,6119
6935510,"HINTERRHEIN","HINTERRHEIN","CH",46.5297,9.2046,54
6935540,"LANDQUART","FELSENBACH","CH",46.9746,9.6121,616
6935541,"LANDQUART","KLOSTERS","CH",46.858,9.9369,112
6935545,"TASCHINASBACH","GRUESCH","CH",46.9876,9.6464,63
6935560,"TOESS","NEFTENBACH","CH",47.5188,8.653,342
6935570,"ENGELBERGER AA","ENGELBERG","CH",46.8166,8.3959,85
6935590,"MUOTA","INGENBOHL","CH",47.0004,8.5988,316
6935600,"PLESSUR","CHUR","CH",46.8598,9.5105,263
6939050,"RHONE","CHANCY; AUX RIPES","CH",46.153,5.9707,10323
6939120,"MENTUE","YVONAND (LA MAUGUETTAZ)","CH",46.7768,6.7242,105
6939200,"RHONE","PORTE DU SCEX","CH",46.3495,6.8886,5244
6939205,"GRANDE EAU","AIGLE","CH",46.3189,6.9709,132
6939500,"RHONE","BRANSON","CH",46.1257,7.0913,3752
6939510,"MASSA","BLATTEN BEI NATTERS","CH",46.3856,8.0067,195
6939520,"LONZA","BLATTEN","CH",46.4189,7.8175,78
6939540,"LUETSCHINE","GSTEIG","CH",46.6642,7.8715,379
6939541,"WEISSE LUETSCHINE","ZWEILUETSCHINEN","CH",46.6313,7.8997,164
6939550,"SALTINA","BRIG","CH",46.3167,7.9868,78
6942100,"PRUT","CHERNIVTSI","UA",48.3,25.9333,6890
6942200,"SIRET","STOROZHYNETS","UA",48.1675,25.7192,672
6943100,"INN","MARTINSBRUCK","CH",46.8858,10.4654,1945
6943115,"OVA DAL FUORN","ZERNEZ","CH",46.6551,10.19,55
6943150,"BERNINABACH","PONTRESINA","CH",46.4864,9.9062,107
6943160,"ROSEGBACH","PONTRESINA","CH",46.4899,9.8982,66
6943170,"CHAMUERABACH","LA PUNT - CHAMUES (CH)","CH",46.5693,9.936,73
6944200,"TISZA","RAKHIV","UA",48.0537,24.2096,1070
6948100,"TICINO","BELLINZONA","CH",46.1938,9.0093,1515
6948110,"POSCHIAVINO","LE PRESE","CH",46.2954,10.08,169
6948120,"MAGGIA (TRIB. PO)","LOCARNO; SOLDUNO","CH",46.1683,8.7736,926
6948150,"CASSARATE","PREGASSONA","CH",46.0175,8.9625,74
6956100,"MUSA","ZILPAMUSIS","LT",56.1,24.45,5007
6958100,"BUG","KAMENKA BUGSKAYA","UA",50.1,24.35,2260
6972010,"LEVAJOKI","PAIUBA","EE",59.38,24.97,84
6972050,"PAERNU JOGI","OREKULA","EE",58.47,24.77,5180
6972200,"EMAJOGI","TARTU","EE",58.3661,26.7361,7850
6972300,"SOROT","OSINKINA","RU",57.1,29.2333,3170
6972350,"NARVA JOGI","NARVA (HEP)","EE",59.3772,28.1903,56000
6972400,"LUGA","TOLMACHEVO","RU",58.8575,29.9067,5990
6973010,"VENTA","KULDIGA","LV",56.9667,21.9833,8320
6973100,"GAUJA","VALMIERA","LV",57.55,25.4,6280
6973300,"DAUGAVA","DAUGAVPILS","LV",55.8833,26.5333,64500
6973400,"LIELUPE","MEZOTNE","LV",56.4417,24.0544,9390
6973900,"MYADELKA","RUSAKI","BY",55.1833,26.8,462
6974011,"VILNIA","VILNIUS","LT",54.6833,25.3167,623
6974100,"MINIJA","KARTENA","LT",55.9211,21.4769,1220
6974150,"NEMUNAS - NEMAN","SMALININKAI","LT",55.0756,22.5797,81200
6974200,"SESUPE - SHESHUPE","KALVARIJA","LT",54.4,23.2333,444
6974201,"SESUPE - SHESHUPE","KUDIRKOS NAUMIESTIS","LT",54.7731,22.8631,3180
6974300,"NEVEZIS","DASIUNAI","LT",55.1667,23.85,5510
6974350,"NERIS","JONAVA","LT",55.0833,24.2833,24500
6974360,"SVENTOJI (TRIB. NEMAN)","UKMERGE","LT",55.25,24.75,5380
6974550,"MOLCHAD","MOLCHAD","BY",53.3167,25.7,211
6979250,"GUYVA","GORODKOVKA","UA",49.9167,29,312
6980400,"ROS","KRUPODERENTSY","UA",49.5,29.3333,618
6981500,"RAUTEL","BALTI (BELTSY)","MD",47.7617,27.9289,1040
6981800,"DNIESTR","TIGHINA (BENDERY)","MD",46.8306,29.4711,66100
7001438,"LANDRO","CHAVIN","ES",43.6194444444,-7.59,198
7001433,"ORO","SAN ACISCLO","ES",43.5580555555999,-7.37611111111,163
7001346,"NALON","GRADO","ES",43.4038888888999,-6.03888888889,2637
7001237,"BESAYA","TORRELAVEGA","ES",43.3538888889,-4.0625,463
7001268,"DEVA","PUENTELLES","ES",43.3183333332999,-4.60583333333,643
7001215,"PAS","PUENTE VIESGO","ES",43.3025,-3.96583333333,357
7001369,"CAUDAL","PARTEAYER","ES",43.2844444444,-5.87444444444,893
7001103,"DEVA","ALZOLA","ES",43.2305555555999,-2.39972222222,456
7001485,"ALLONES","ANLLONS","ES",43.2288888889,-8.88527777778,438
7001175,"HERRERIAS","SODUPE","ES",43.2022222222,-3.04444444444,255
7001617,"PARGA","GUITIRIZ","ES",43.1733333333,-7.79222222222,301
7001519,"TAMBRE","PORTOMOURO","ES",42.9602777778,-8.64472222222,1146
7009254,"TRUEBA","MEDINA DE POMAR","ES",42.9313888889,-3.47888888889,465
7009067,"ULZAMA","OLAVE","ES",42.8916666666999,-1.60527777778,240
7009268,"ESCA","ISABA","ES",42.8602777778,-0.926111111111,188
7009093,"OCA","OÑA","ES",42.7363888889,-3.4125,1051
7009161,"EBRO","PALAZUELOS","ES",42.7927777777999,-3.34194444444,4530
7009019,"GARONA","BOSSOST","ES",42.7383333332999,0.737222222222,440
7001626,"SARRIA","SARRIA","ES",42.7572222221999,-7.38305555556,129
7009064,"SALAZAR","ASPURZ","ES",42.7152777777999,-1.15916666667,396
7009143,"GARONA","ARTIES","ES",42.7022222222,0.875833333333,137
7009070,"UREDERRA","ERAUL","ES",42.6944444443999,-2.04777777778,309
7009001,"EBRO","MIRANDA DE EBRO","ES",42.6888888889,-2.95416666667,5481
7009165,"BAYAS","MIRANDA DE EBRO","ES",42.6899999999999,-2.92666666667,318
7002104,"CEA","ALMANZA","ES",42.6619444444,-5.03277777778,355
7001724,"CUA","QUILOS","ES",42.6472222222,-6.73055555556,482
7009065,"IRATI","LIEDENA","ES",42.6247222221999,-1.29361111111,1546
7001727,"BURBIA","TORAL DE LOS VADOS","ES",42.5458333333,-6.78583333333,492
7009171,"CINQUETA","MOLINO DE GISTAIN","ES",42.6147222222,0.348333333333,100
7001564,"UMIA","CALDAS DE REIS","ES",42.6036111111,-8.64055555556,190
7009018,"ARAGON","JACA","ES",42.5797222221999,-0.553055555556,238
7009050,"TIRON","CUZCURRITA","ES",42.5372222222,-2.97472222222,698
7009130,"NOGUERA RIBAGORZANA","GINASTE","ES",42.4972222222,0.716111111111,149
7009149,"EBRO","CORTIJO, EL","ES",42.4858333333,-2.52916666667,10356
7009131,"NOGUERA DE TOR","LLESP","ES",42.4527777778,0.756388888889,225
7001751,"SIL","SEQUEIROS","ES",42.4586111110999,-7.25083333333,6243
7009020,"CAROL O ARABO","PUIGCERDA","ES",42.4477777777999,1.91,145
7001769,"SIL","SAN PEDRO","ES",42.4444444443999,-7.71388888889,7982
7009258,"ESERA","CAMPO","ES",42.4258333332999,0.388888888889,540
7009051,"CINCA","ESCALONA","ES",42.4791666667,0.151388888889,835
7009120,"EBRO","MENDAVIA","ES",42.4169444444,-2.20416666667,12010
7009021,"SEGRE","PUIGCERDA","ES",42.4247222222,1.93444444444,297
7001739,"SIL","BARCO DE VALDEORRAS","ES",42.4177777777999,-6.96138888889,4268
7001768,"SIL","SAN ESTEBAN","ES",42.4163888889,-7.65027777778,7216
7001734,"CABRERA","PUENTE DE DOMINGO FLOREZ","ES",42.4158333333,-6.80888888889,558
7009123,"GALLEGO","ANZANIGO","ES",42.4052777778,-0.650277777778,1391
7009158,"TIRON","SAN MIGUEL DE PEDROSO","ES",42.3875,-3.21194444444,192
7002073,"CEA","SAHAGUN","ES",42.3716666667,-5.03666666667,725
7009022,"VALIRA","SEO DE URGEL","ES",42.3616666667,1.45416666667,559
7002041,"UCIEZA","VILLALCAZAR DE SIRGA","ES",42.3233333332999,-4.5225,312
7009004,"ARGA","FUNES","ES",42.3158333332999,-1.8,2759
7001747,"BIBEY","BAO (LAS ERMITAS)","ES",42.2922222222,-7.13722222222,794
7002040,"CARRION","VILLOLDO","ES",42.2505555556,-4.59888888889,973
7009111,"SEGRE","ORGAÑA","ES",42.2305555555999,1.34444444444,2384
7002089,"ERIA","MORLA","ES",42.2236111110999,-6.25111111111,280
7009002,"EBRO","CASTEJON","ES",42.1811111111,-1.69333333333,25194
7009190,"FLUMEN","QUICENA","ES",42.1447222222,-0.345277777778,160
7009035,"IREGUA","VILLOSLADA DE CAMEROS","ES",42.1269444444,-2.65194444444,285
7009192,"GUATIZALEMA","SIETAMO","ES",42.1255555556,-0.265555555556,135
7009142,"PIQUERAS - LUMBRERAS","LUMBRERAS","ES",42.1013888888999,-2.62083333333,113
7002082,"ERIA","MORALES DEL REY","ES",42.0588888889,-5.75972222222,650
7009083,"SEGRE","OLIANA","ES",42.0905555555999,1.29388888889,2700
7009091,"ALCANADRE","LASCELLAS","ES",42.0886111111,-0.108333333333,501
7002042,"CARRION","PALENCIA","ES",42.0519444444,-4.55361111111,2222
7009139,"LINARES","IGEA","ES",42.0755555555999,-2.01,326
7001647,"LOURO","TUY","ES",42.0677777778,-8.63472222222,150
7009162,"EBRO","PIGNATELLI","ES",42.0216666667,-1.55527777778,26427
7009043,"LINARES","SAN PEDRO MANRIQUE","ES",42.0205555555999,-2.22166666667,105
7002000,"REVINUESA","VINUESA","ES",41.9125,-2.75666666667,126
7009104,"SEGRE","ALOS DE BALAGUER","ES",41.9127777778,0.96,4318
7009103,"SEGRE","CAMARASA","ES",41.8863888889,0.878611111111,7160
7009096,"SEGRE","BALAGUER","ES",41.7941666667,0.808333333333,7796
7009011,"EBRO","ZARAGOZA","ES",41.6597222222,-0.879722222222,40434
7002126,"VALDERADUEY","VILLARDIGA","ES",41.7736111111,-5.49722222222,1462
7002013,"DUERO","ARANDA DE DUERO","ES",41.6552777778,-3.67916666667,7356
7009024,"SEGRE","LERIDA","ES",41.6236111110999,0.643888888889,11369
7002093,"DUERO","PUENTE PINO","ES",41.5777777778,-6.185,63160
7002015,"DUERO","HERRERA DE DUERO","ES",41.5661111111,-4.665,12740
7009017,"CINCA","FRAGA","ES",41.5255555556,0.347777777778,9612
7002062,"DUERO","TORO","ES",41.5163888889,-5.41138888889,41808
7002066,"DUERO","CARRASCAL","ES",41.4883333332999,-5.81333333333,46700
7002004,"DUERO","GORMAZ","ES",41.4877777777999,-3.00916666667,5055
7009025,"SEGRE","SEROS","ES",41.4527777778,0.4175,12782
7002048,"ERESMA","OLMEDO","ES",41.3258333332999,-4.61861111111,2746
7009112,"EBRO","SASTAGO","ES",41.3294444444,-0.373888888889,48974
7009126,"JALON","ATECA","ES",41.3241666667,-1.79944444444,3619
7009147,"NAJIMA","MONREAL DE ARIZA","ES",41.3091666667,-2.115,465
7009163,"EBRO","ASCO COCA","ES",41.1869444443999,0.570833333333,82245
7009121,"EBRO","FLIX","ES",41.2283333333,0.550833333333,82416
7009215,"HUERVA","CERVERUELA","ES",41.2169444443999,-1.21166666667,315
7009138,"AGUAS VIVAS","MONEVA - C.E.","ES",41.1322222221999,-0.8375,296
7002050,"ERESMA","SEGOVIA","ES",40.9505555555999,-4.14777777778,252
7009027,"EBRO","TORTOSA","ES",40.8144444444,0.521944444444,84230
7002120,"ALHANDIGA","SALVATIERRA","ES",40.6697222222,-5.65361111111,118
7003268,"CABRILLAS","TARAVILLAS","ES",40.6808333333,-1.96472222222,206
7003270,"OMPOLVEDA","PAREJA","ES",40.5566666667,-2.65555555556,117
7009088,"FORTANETE","PITARQUE","ES",40.6272222221999,-0.598611111111,279
7003263,"MANZANARES","PARDO, EL","ES",40.5399999999999,-3.78777777778,520
7008126,"JUCAR","VENTA DE JUAN ROMERO","ES",40.2230555555999,-1.84722222222,250
7003940,"ALAGON","GALISTEO","ES",39.9836111110999,-6.30305555556,2672
7008119,"MIJARES","SICHAR SALIDA EMBALSE","ES",40,-0.230277777778,2490
7008005,"MIJARES","VILLARREAL","ES",39.9611111111,-0.120833333333,2504
7008090,"CABRIEL","PAJARONCILLO","ES",39.9416666667,-1.70972222222,829
7003904,"TAJO","TOLEDO","ES",39.8736111110999,-3.98944444444,24788
7008087,"MARIMOTA","BELMONTEJO","ES",39.8194444443999,-2.34361111111,187
7008018,"TURIA O GUADALAVIAR","ZAGRA","ES",39.8413888888999,-1.145,4052
7003285,"TAJO","CEDILLO","ES",39.6652777778,-7.53888888889,57964
7003279,"TOZO","TRUJILLO","ES",39.6069444444,-5.90861111111,260
7003250,"MAGASCA","TRUJILLO","ES",39.4586111110999,-5.92472222222,231
7008025,"TURIA O GUADALAVIAR","PRESA, LA","ES",39.5225,-0.504444444444,6294
7003278,"ALBURREL","VALENCIA DE ALCANTARA","ES",39.4677777778,-7.20527777778,169
7003246,"AYUELA","AYUELA","ES",39.3355555556,-6.48638888889,252
7004213,"GUADALUPEJO","VALDECABALLEROS","ES",39.3080555555999,-5.16277777778,303
7004205,"ZANCARA","ALCAZAR","ES",39.31,-3.15416666667,5506
7008089,"JUCAR","HUERTO MULET","ES",39.1894444444,-0.408611111111,21497
7004253,"RUECAS","RENA","ES",39.0455555555999,-5.80305555556,1810
7004014,"GUADIANA","VILLANUEVA DE LA SERENA","ES",39.0208333332999,-5.79972222222,34771
7004013,"GUADIANA","ORELLANA","ES",39.0197222222,-5.64888888889,26125
7004105,"ZUJAR","VILLANUEVA DE LA SERENA","ES",39.0016666666999,-5.75722222222,8508
7004009,"GUADIANA","LUCIANA","ES",38.9841666666999,-4.30555555556,21072
7004015,"GUADIANA","MERIDA","ES",38.9149999999999,-6.34861111111,41924
7004008,"GUADIANA","BALBUENA O VALBUENA","ES",38.8941666667,-4.11388888889,18816
7008029,"ALBAIDA","MONTABERNER","ES",38.8927777777999,-0.494166666667,320
7004165,"ALBUERA","TALAVERA LA REAL","ES",38.8813888888999,-6.775,430
7004018,"GUADIANA","PUENTE DE PALMAS","ES",38.8836111111,-6.97583333333,48515
7004030,"GUADIANA","AZUD DE BADAJOZ","ES",38.8633333332999,-7.01611111111,48530
7004019,"GUADIANA","BENAVIDES","ES",38.8413888888999,-7.07694444444,48570
7004101,"AZUER","VALLEHERMOSO","ES",38.8472222222,-3.14916666667,470
7005138,"OJAILEN","PUERTOLLANO","ES",38.6605555555999,-4.01777777778,228
7007028,"SEGURA","ORIHUELA","ES",38.0877777778,-0.954722222222,13603
7005065,"GUADALQUIVIR","MARMOLEJO","ES",38.0613888888999,-4.16944444444,19571
7005066,"GUADALQUIVIR","CASAS NUEVAS","ES",38.0249999999999,-4.21444444444,20122
7005063,"GUADALQUIVIR","VALTODANO","ES",38.0169444444,-3.99416666667,16825
7005141,"ARENOSO","MONTORO","ES",38.0419444444,-4.4275,407
7005101,"GUADALIMAR","CARR. TORREBLASCOPEDRO","ES",38.0177777777999,-3.63527777778,5131
7005069,"GUADALQUIVIR","CARPIO, EL","ES",37.9763888888999,-4.49222222222,22706
7005067,"GUADALQUIVIR","VEGA, LA","ES",38.0147222222,-4.32833333333,21961
7005004,"GUADALQUIVIR","MENGIBAR","ES",37.9855555556,-3.79861111111,16166
7005062,"GUADALQUIVIR","MENGIBAR","ES",37.9830555555999,-3.80277777778,15511
7005070,"GUADALQUIVIR","CORDOBA","ES",37.8816666666999,-4.77111111111,24704
7005071,"GUADALQUIVIR","POSADAS","ES",37.7999999999999,-5.07305555556,29348
7005081,"GUADAJOZ O ALMEDINILLA","CASTRO DEL RIO","ES",37.6922222222,-4.50222222222,1665
7004172,"MALAGON","PAYMOGO","ES",37.6972222221999,-7.27861111111,250
7005008,"GUADALQUIVIR","CANTILLANA","ES",37.5908333332999,-5.82861111111,44002
7005048,"GENIL","ECIJA","ES",37.5594444444,-5.07638888889,8028
7005072,"GUADALQUIVIR","ALCALA DEL RIO","ES",37.5194444444,-5.97555555556,46134
7005056,"GUADIAMAR","GERENA","ES",37.5249999999999,-6.18833333333,240
7005097,"ANZUR","PUENTE DE LOS PIEDROS","ES",37.3713888889,-4.60222222222,314
7005057,"GUADAIRA","GUADAIRA ENCAUZAMIENTO","ES",37.3544444444,-5.95805555556,1318
7005076,"GUADIAMAR","AZNALCAZAR PUENTE","ES",37.3041666666999,-6.25861111111,960
